Gene Id	Gene Name	Sample_78648	Sample_78650	Sample_78652	Sample_78654	Sample_78647	Sample_78649	Sample_78651	Sample_78653
Atg13	Atg13	4015	3327	4115	4931	718	477	776	880
Atg14	Atg14	722	631	815	868	271	283	325	381
Atg16l1	Atg16l1	1607	1245	1606	1875	488	505	562	669
Atg16l2	Atg16l2	338	288	308	309	93	154	180	173
Atg2a	Atg2a	1022	866	1059	1240	751	780	1353	1333
Atg2b	Atg2b	1790	1622	1898	2376	2016	1842	3100	3074
Atg3	Atg3	1474	1389	1701	1796	705	500	637	697
Atg4a	Atg4a	242	235	256	257	52	65	65	71
Atg4b	Atg4b	2760	2391	2717	3281	570	475	595	661
Atg4c	Atg4c	1390	1178	1422	1576	494	465	589	629
Atg4d	Atg4d	852	710	872	1081	164	192	233	312
Atg5	Atg5	1373	1164	1472	1561	350	323	349	355
Atg7	Atg7	854	795	877	1002	344	473	374	518
Atg9a	Atg9a	1785	1333	1796	2231	508	591	801	752
Atg9b	Atg9b	750	610	947	1114	162	160	194	199
Athl1	Athl1	185	149	140	207	28	63	34	38
Atic	Atic	1296	1310	1447	1670	421	389	685	586
Atl1	Atl1	2771.93	2320.99	2649.45	3129.05	1174.84	1310.86	1974.97	1832.98
Atl2	Atl2	1585	1291	1547	1798	626	619	909	920
Atl3	Atl3	1184	968	1144	1290	481	466	588	649
Atm	Atm	1044	838	959	1249	654	596	962	992
Atmin	Atmin	4444	3781	4831	5856	1636	1087	1849	2031
Atn1	Atn1	6337	5733	7138	8528	3804	3087	4010	4526
Atoh1	Atoh1	0	0	0	0	3	1	0	0
Atoh7	Atoh7	13	5	8	20	1	0	0	0
Atoh8	Atoh8	58	54	57	68	25	23	23	30
Atox1	Atox1	1515	1232	1694	1853	72	60	59	70
Atp10a	Atp10a	323	236	312	396	259	325	293	373
Atp10b	Atp10b	105	82	75	109	59	58	70	76
Atp10d	Atp10d	119	112	166	147	56	72	77	113
Atp11a	Atp11a	2391	2085	2616	3041	1297	1397	1819	1849
Atp11b	Atp11b	1982	1577	2235	2326	924	999	1270	1423
Atp11c	Atp11c	634	482	631	715	328	324	408	429
Atp12a	Atp12a	0	3	0	0	0	0	0	0
Atp13a1	Atp13a1	814	611	855	953	433	509	622	726
Atp13a2	Atp13a2	3035	2463	3089	3896	1605	1621	2171	2468
Atp13a3	Atp13a3	1402	1119	1494	1608	811.992	740.991	1233	1212.96
Atp13a4	Atp13a4	841	662	766	1073	330	433	508	477
Atp13a5	Atp13a5	182	180	151	211	177	288	239	306
Atp1a1	Atp1a1	3847	3098	3533	4923	2617	3570	4448	4062
Atp1a2	Atp1a2	12464	10745	12675	14776	9661	14706	15080	12963
Atp1a3	Atp1a3	23910	19685	24918	34219	14300	14770	21598	19379
Atp1a4	Atp1a4	1	0	1	5	3	8	5	5
Atp1b1	Atp1b1	26409	19954	27569	34066	7780	7529	10203	9452
Atp1b2	Atp1b2	8710	6988	9562	11323	3505	3489	4264	4207
Atp1b3	Atp1b3	3732	3193	4191	4563	447	532	547	553
Atp1b4	Atp1b4	0	0	2	1	0	9	0	1
Atp2a1	Atp2a1	11	8	5	19	1	7	10	9
Atp2a2	Atp2a2	7589	5838	7209	9792	5237	5667	8547	7791
Atp2a3	Atp2a3	54	63	62	95	94	135	91	115
Atp2b1	Atp2b1	2202	1855	2303	2855	2354	2450	3902	3717
Atp2b2	Atp2b2	3382	2836	3417	4503	5281	4778	7434	7089
Atp2b3	Atp2b3	1013	763	1036	1249	1773	1787	2867	2480
Atp2b4	Atp2b4	2690	2119	2734	3320	2507	2484	4277	4128
Atp2c1	Atp2c1	2456	1999	2769	3231	1211	1080	1630	1518
Atp2c2	Atp2c2	36	41	71	62	14	29	41	28
Atp4a	Atp4a	90	65	93	100	8	6	24	20
Atp4b	Atp4b	0	0	0	0	0	0	0	0
Atp5a1	Atp5a1	30804	27059	30623	37992	8285	7474	10907	11403
Atp5b	Atp5b	37783	33349	37988	46457	10060	9069	12088	13617
Atp5c1	Atp5c1	10634	8834	10758	12315	1837	1402	1782	1906
Atp5d	Atp5d	7687	6476	8219	9986.01	1229	704	822	1202
Atp5e	Atp5e	3997	3339	4804	5033	178	129	124	123
Atp5f1	Atp5f1	10903	9539	11257	13327	2669	2208	2495	2759
Atp5g1	Atp5g1	7339	6311	7944	9132	523	331	400	537
Atp5g2	Atp5g2	5881	5061	6515	7520	304	218	267	316
Atp5g3	Atp5g3	16220	13671	17326	20469	528	394	465	569
Atp5h	Atp5h	9789	8042	10776	11854	2403	1530	1773	2275
Atp5j	Atp5j	8824	7418	9973	10875	2385	1420	1702	2022
Atp5j2	Atp5j2	5241	4401	5992	6447	595	376	389	508
Atp5k	Atp5k	3226	2946	3909	4275	263	319	277	252
Atp5l	Atp5l	6484	5589	7281	8178	861	568	583	719
Atp5o	Atp5o	10084	8613	11231	12606	1345	884	1081	1284
Atp5s	Atp5s	1056	859	1159	1271	140	57	115	117
Atp5sl	Atp5sl	2240	1896	2516	2838	414	252	312	427
Atp6ap1	Atp6ap1	5526	4224	5670	7079	951	1083	1389	1377
Atp6ap1l	Atp6ap1l	8	9	11	23	1	2	2	0
Atp6ap2	Atp6ap2	4676	3448	4556	5445	581	724	890	818
Atp6v0a1	Atp6v0a1	7449	6114	7513	9658	5021	4811	7599	7621
Atp6v0a2	Atp6v0a2	554	442	506	655	229	266	315	275
Atp6v0a4	Atp6v0a4	6.42628	3.31595	1.1402	8.9864	0	2.06317	1.02575	0
Atp6v0b	Atp6v0b	3955	3087	4180	5141	339	324	353	423
Atp6v0c	Atp6v0c	21344.5	16423.7	21143.3	25346.5	2120.58	1490.35	1890.04	1719.46
Atp6v0c-ps2	Atp6v0c-ps2	1496.54	2004.33	3148.69	4607.47	425.423	684.655	702.964	862.543
Atp6v0d1	Atp6v0d1	7966	7221	8555	10227	1395	1224	1706	1605
Atp6v0d2	Atp6v0d2	5	0	6	6	1	0	1	1
Atp6v0e	Atp6v0e	572	443	599	648	119	85	133	115
Atp6v0e2	Atp6v0e2	12465	10235	13533	16017	1456	1004	1245	1398
Atp6v1a	Atp6v1a	18346	15546	16912	22022	3332	3400	5414	5696
Atp6v1b1	Atp6v1b1	3	2	0	0	0	1	3	10
Atp6v1b2	Atp6v1b2	28296	24498	28015	34367	5286	4659	6871	6978
Atp6v1c1	Atp6v1c1	9830	8501	9905	11750	1986	1379	1993	2189
Atp6v1c2	Atp6v1c2	109.993	106	146	143	28.9997	47.9975	41.9993	32.9996
Atp6v1d	Atp6v1d	9271	8037	9722	11046	2857	1817	2413	3014
Atp6v1e1	Atp6v1e1	12659	10897	12948	15496	1457	1044	1354	1458
Atp6v1e2	Atp6v1e2	2	3	3	3	5	0	0	0
Atp6v1f	Atp6v1f	5887	4655	6777	7072	627	548	568	595
Atp6v1g1	Atp6v1g1	8537	6599	9799	10049	900	634	758	843
Atp6v1g2	Atp6v1g2	25254	20623	26583	33061	3180	1770	2230	2824
Atp6v1g3	Atp6v1g3	0	0	0	0	0	0	0	0
Atp6v1h	Atp6v1h	5197	4356	5076	6036	1036	931	1392	1280
Atp7a	Atp7a	266	256	280	306	216	256	325	302
Atp7b	Atp7b	112	92	109	147	82	127	133	130
Atp8a1	Atp8a1	3785	3054	3818	4399	3464	3923	6287	5599
Atp8a2	Atp8a2	286	256	286	350	793	736	1100	1116
Atp8b1	Atp8b1	109	99	80	89	50	51	52	68
Atp8b2	Atp8b2	2077	1715	2349	2607	1017	950	1307	1417
Atp8b3	Atp8b3	55	53	57	90	27	18	15	13
Atp8b4	Atp8b4	4	3	7	2	1	1	0	1
Atp8b5	Atp8b5	31	23	30	29	9	18	18	19
Atp9a	Atp9a	6644	5126	7105	8689	3267	3309	4682	4419
Atp9b	Atp9b	1535	1230	1650	1839	740	747	1061	1147
Atpaf1	Atpaf1	1938	1608	2024	2385	541	314	475	528
Atpaf2	Atpaf2	1261	1109	1348	1618	285	291	276	384
Atpbd4	Atpbd4	920	802	865	943	186	170	221	275
Atpif1	Atpif1	7417	6007	8077	9427	2442	1701	1667	2216
Atr	Atr	599	525	704	711	321	232	375	361
Atrip	Atrip	581	493	683	710	206	189	271	280
Atrn	Atrn	3006	2375	3025	3576	1980	1849	3067	2739
Atrnl1	Atrnl1	894	801	952	1245	736	582	898	984
Atrx	Atrx	3793	3111	3637	4297	4030	4372	6088	6588
Atxn1	Atxn1	1757	1507	1927	2353	1673	1301	1861	1944
Atxn10	Atxn10	10987	10036	11222	13237	2803	2596	4069	3858
Atxn1l	Atxn1l	1431	1250	1582	1681	514	476	612	638
Atxn2	Atxn2	2747	2405	2813	3378	2873	2907	3856	4125
Atxn2l	Atxn2l	2432	1964	2309	2988	1669	1945	2482	2742
Atxn3	Atxn3	1190	1088	1236	1422	264	208	310	362
Atxn7	Atxn7	927	686	898	1014	445	511	592	727
Atxn7l1	Atxn7l1	1398	1267	1476	1818	421	363	360	397
Atxn7l2	Atxn7l2	356	263	357	389	118	94	164	144
Atxn7l3	Atxn7l3	6742	5693	7563	8746	1423	1073	1470	1670
Atxn7l3b	Atxn7l3b	10973	9243	11159	12397	1807	1418	1706	2045
AU015228	AU015228	0	0	0	0	0	0	1	0
AU015836	AU015836	0	0	0	1	0	0	1	0
AU016765	AU016765	0	0	0	0	0	0	0	0
AU018091	AU018091	4	1	3	0	1	4	0	4
AU018829	AU018829	0	0	0	0	0	0	0	0
AU019823	AU019823	934	774	968	1153	284	206	281	341
AU019990	AU019990	0	0	1	0	0	1	3	0
AU021034	AU021034	123	114	133	139	31	23	38	23
AU021063	AU021063	66	37	91	60	7.00001	0	7	6
AU021092	AU021092	11	10	9	14	12	27	10	30
AU022252	AU022252	381	358	493	461	136	119	142	165
AU022751	AU022751	5	2	3	3	12	16	23	20
AU022754	AU022754	46	26	55.0024	58	14	23	44	48
AU022793	AU022793	6	5	8	8	0	1	5	1
AU023762	AU023762	75	60	99	92	66	84	114	142
AU023871	AU023871	0	0	2	0	0	2	0	2
AU040320	AU040320	1274	1081	1280	1805	1087	1207	1570	1475
AU040972	AU040972	14.0011	13.0011	10.0014	13.002	11	10	26.0067	33
AU041133	AU041133	279	243	259	327	86	64	97	132
Auh	Auh	2898	2401	3045	3303	709	504	623	782
Aup1	Aup1	1052	837	1105	1168	410	430	520	598
Aurka	Aurka	56	42	33	48	5	7	16	15
Aurkaip1	Aurkaip1	3324	2687	3429	3904	796	608	700	736
Aurkb	Aurkb	4	9	1	7	0	0	0	0
Aurkc	Aurkc	4	13	7	4	3	1	7	9
Auts2	Auts2	1527	1106	1432	1939	1842	1669	2147	2598
AV039307	AV039307	21.9985	19	35	29	11	24	8.99999	15
AV051173	AV051173	5	9	16	11	3	2	2	5
Aven	Aven	448	374	453	519	102	86	91	94
Avil	Avil	62	51	47	55	26	52	30	46
Avl9	Avl9	3115	2736	3138	3703	1546	1419	1877	2053
Avp	Avp	4036	3518	5233	4981	112	490	465	462
Avpi1	Avpi1	664	557	809	949	80	60	62	112
Avpr1a	Avpr1a	123	120	120	170	35	36	61	50
Avpr1b	Avpr1b	7	3	8	8	5	14	9	20
Avpr2	Avpr2	5.00022	0	4.00004	3	2	4.00009	4.00005	12.0002
AW011738	AW011738	177	137	208	167	71	65	75	64
AW046200	AW046200	15	4	13	17	8	6	7	5
AW112010	AW112010	16	15	9	14	3	5	0	5
AW146020	AW146020	362	259	367	399	125	114	166	172
AW146154	AW146154	236	170	223	251	80	67	75	89
AW209491	AW209491	1287	1055	1286	1472	344	352	379	478
AW495222	AW495222	85	67	101	129	17	7	18	21
AW549542	AW549542	9	16	15	11	10	30	25	19
AW549877	AW549877	3293	2759	3359	3884	602	440	632	700
AW551984	AW551984	5112	4720	4605	5826	1712	2161	3400	3019
AW554918	AW554918	869	678	855	986	471	331	520	542
AW555464	AW555464	7215	6115	7657	9479	5540	5054	7141	7613
Awat1	Awat1	0	0	0	0	2	0	0	0
Awat2	Awat2	8	6	11	15	8	2	0	5
Axin1	Axin1	1175	937	1175	1288	512	408	531	616
Axin2	Axin2	817	638	784	1014	648	612	833	920
Axl	Axl	735	532	768	845	274	442	367	381
AY074887	AY074887	171	142	157	174	38	20	43	69
AY358078	AY358078	2	0	5	0	0	0	0	0
AY512915	AY512915	0	0	0	0	0	0	0	0
AY512931	AY512931	38	24	53	35	55	84	114	113
AY761184	AY761184	0	0	0	0	0	0	0	0
AY761185	AY761185	0	0	0	0	0	0	0	0
Aym1	Aym1	1	1	1	4	2	1	1	1
Azgp1	Azgp1	1	0	0	0	0	0	1	0
Azi1	Azi1	688	580	687	928	624	643	885	968
Azi2	Azi2	3581	2905	4045	4263	1220	748	1033	1249
Azin1	Azin1	5626	4782	5630	6753	1219	901	1219	1419
B020004C17Rik	B020004C17Rik	7	1	3	0	1	9	10	10
B020004J07Rik	B020004J07Rik	0	0	1	2	2	1	6	5
B020014A21Rik	B020014A21Rik	10	7	16	13	80	83	132	111
B020018J22Rik	B020018J22Rik	1	2	3	1	2	1	4	2
B020031M17Rik	B020031M17Rik	0	0	0	0	0	0	0	0
B130006D01Rik	B130006D01Rik	0	0	1	0	24	31	31	49
B130024G19Rik	B130024G19Rik	22	31	30	19	23	41	66	51
B130034C11Rik	B130034C11Rik	64	60	72	82	15	11	5	17
B230118H07Rik	B230118H07Rik	1639	1329	1704	1857	349	203	294	314
B230119M05Rik	B230119M05Rik	11	5	1	14	1	3	5	8
B230120H23Rik	B230120H23Rik	338	300	305	427	465	422	433	511
B230206F22Rik	B230206F22Rik	1660	1339	1765	2119	655	486	824	985
B230206H07Rik	B230206H07Rik	126	130	166	166	34	30	26	61
B230208H11Rik	B230208H11Rik	54	44	60	53	28	23	34	30
B230208H17Rik	B230208H17Rik	4413	3573	4725	5526	2856	2404	3221	3552
B230209E15Rik	B230209E15Rik	2603	2129	2571	2927	1785	1184	1682	1777
B230209K01Rik	B230209K01Rik	40	45	42	29	6	10	5	6
B230214G05	B230214G05	3	0	0	1	0	0	0	0
B230216N24Rik	B230216N24Rik	313	226	305	312	39	30	21	30
B230217C12Rik	B230217C12Rik	2006	1626	2197	2520	305	173	246	336
B230217O12Rik	B230217O12Rik	565	450	520	683	179	115	182	202
B230219D22Rik	B230219D22Rik	6369	5173	6448	6992	1005	836	1069	1217
B230312A22Rik	B230312A22Rik	2111	1722	2150	2618	421	377	476	525
B230312C02Rik	B230312C02Rik	35	27	34	53	18	4	6	4
B230319C09Rik	B230319C09Rik	27	26	31	41	13	14	21	38
B230323A14Rik	B230323A14Rik	338	218	393	466	152	47	113	120
B230378P21Rik	B230378P21Rik	6	3	1	6	12	10	25	25
B2m	B2m	1137	920	1397	1202	157	276	203	187
B330016D10Rik	B330016D10Rik	241	171	217	334	32	28	28	30
B3galnt1	B3galnt1	1232	957	1217	1393	428	355	494	466
B3galnt2	B3galnt2	463	395	588	673	93	94	164	164
B3galt1	B3galt1	1051	831	1074	1204	575	428	509	650
B3galt2	B3galt2	768	505	723	807	309	210	386	380
B3galt4	B3galt4	157	154	142	160	45	48	70	87
B3galt5	B3galt5	1654	1353	1765	2131	389	334	613	572
B3galt6	B3galt6	635	501	671	817	141	87	159	156
B3galtl	B3galtl	353	275	354	387	123	82	142	131
B3gat1	B3gat1	3684	2920	3930	4585	835	704	855	1007
B3gat2	B3gat2	819	617	784	917	252	227	258	301
B3gat3	B3gat3	4508	3477	5005	6008	860	724	858	986
B3gnt1	B3gnt1	2048	1560	2109	2656	403	455	610	505
B3gnt2	B3gnt2	596	460	632	710	148	179	208	200
B3gnt3	B3gnt3	5	5	4	14	5	7	2	9
B3gnt4	B3gnt4	33	21	37	44	21	9	14	19
B3gnt5	B3gnt5	28	31	26	24	10	8	12	6
B3gnt6	B3gnt6	44	22	61	64	18	23	23	24
B3gnt7	B3gnt7	55	44	46	63	14	20	20	22
B3gnt8	B3gnt8	13	16	7	8	9	14	18	22
B3gnt9-ps	B3gnt9-ps	322	273	349	427	55	64	64	124
B3gntl1	B3gntl1	396	353	464	527	152	127	156	179
B430010I23Rik	B430010I23Rik	97	69	79	113	66	54	71	117
B430212C06Rik	B430212C06Rik	40	38	44	38	14	8	8	16
B430306N03Rik	B430306N03Rik	13	9	13	8	19	10	22	20
B430319G15Rik	B430319G15Rik	117	71	117	92	53	61	49	60
B4galnt1	B4galnt1	1549	1165	1623	1964	523	496	643	625
B4galnt2	B4galnt2	44	31	66	54	51	51	99	71
B4galnt3	B4galnt3	9	7	7	4	6	4	12	7
B4galnt4	B4galnt4	1512	1124	1604	2053	628	715	926	899
B4galt1	B4galt1	146	155	149	184	51	43	51	54
B4galt2	B4galt2	1760	1509	2125	2344	291	243	263	369
B4galt3	B4galt3	712	518	719	862	215	258	266	347
B4galt4	B4galt4	437	369	445	544	160	150	186	249
B4galt5	B4galt5	1093	839	1181	1444	827	654	965	988
B4galt6	B4galt6	4938	3749	5243	5996	1624	1352	1974	1900
B4galt7	B4galt7	642	575	716	891	147	139	129	153
B630005N14Rik	B630005N14Rik	1518	1286	1684	1831	336	271	344	416
B630019K06Rik	B630019K06Rik	7809	6602	8199	9759	898	779	996	1174
B830017H08Rik	B830017H08Rik	174	120	150	196	19	9	9	16
B930003M22Rik	B930003M22Rik	128	98	119	144	28	22	16	34
B930007M17Rik	B930007M17Rik	4	2	1	0	10	0	2	2
B930018H19	B930018H19	5	1	2	1	0	2	2	1
B930025P03Rik	B930025P03Rik	337	245	439	350	40	27	47	56
B930041F14Rik	B930041F14Rik	1397	1109	1657	1943	199	188	267	257
B930059L03Rik	B930059L03Rik	59	42	44	84	10	17	17	23
B930092H01Rik	B930092H01Rik	0	0	0	0	0	0	0	0
B9d1	B9d1	482	376	527	556	68	67	75	88
B9d2	B9d2	800	767	1008	1106	46	59	65	104
Baalc	Baalc	5489	4221	6103	6491	1070	571	819	953
Baat	Baat	4	3	8	6	4	0	2	0
Baat1	Baat1	493	396	520	673	174	156	244	289
Bace1	Bace1	2054	1683	2089	2557	991	1104	1440	1374
Bace2	Bace2	94	93	102	111	25	47	43	43
Bach1	Bach1	836	639	770	940	298	278	379	448
Bach2	Bach2	283	241	310	348	226	182	267	225
Bad	Bad	1482	1290	1596	1879	199	149	173	187.001
Bag1	Bag1	6083	4874	6789	7271	2353	1396	1399	2021
Bag2	Bag2	813	674	768	898	157	148	160	176
Bag3	Bag3	421	294	413	548	287	265	336	419
Bag4	Bag4	3858	3281	3989	4632	1088	816	1328	1545
Bag5	Bag5	2014	1704	2158	2391	702	493	563	725
Bag6	Bag6	4183	3924	4203	5467	2329	2320	3258	3419
Bahcc1	Bahcc1	830	750	897	1017	1506	3174	2129	2738
Bahd1	Bahd1	925	839	1011	1190	286	275	342	412
Bai1	Bai1	3987	3082	4264	5638	2333	2581	3531	3553
Bai2	Bai2	3001	2523	3227	4192	2173	2216	3187	3277
Bai3	Bai3	1398	1167	1456	1736	1589	1599	2326	2395
Baiap2	Baiap2	2013	1748	1968	2393	712	782	1026	935
Baiap2l1	Baiap2l1	29	21	34	41	27	28	38	63
Baiap2l2	Baiap2l2	45	31	53	74	5	5	3	25
Baiap3	Baiap3	11734.1	11268	11623	15094	6051	7651	11151	11404
Bak1	Bak1	425	414	462	591	105	76	100	120
Bambi	Bambi	137	120	155	189	33	44	56	44
Bambi-ps1	Bambi-ps1	215	184	238	282	61	57	63	95
Banf1	Banf1	1780	1477	1937	2157	111	74	88	94
Banf2	Banf2	0	0	0	2	0	0	0	0
Bank1	Bank1	26	23	22	30	19	22	11	26
Banp	Banp	790	598	870	941	301	229	405	405
Bap1	Bap1	4333	3488	4549	5144	1099	1054	1424	1448
Bard1	Bard1	78	90	84	81	87	64	130	104
Barhl1	Barhl1	163	170	193	281	45	43	26	55
Barhl2	Barhl2	308	205	311	400	211	83	135	188
Barx1	Barx1	0	0	0	0	0	0	0	0
Barx2	Barx2	239	184	286	281	40	18	43	53
Basp1	Basp1	18218	15538	20400	23510	6935	4630	5662	6969
Batf	Batf	6	10	8	6	0	0	0	1
Batf2	Batf2	3	5	3	6	1	2	3	1
Batf3	Batf3	18	10	5	11	0	0	0	2
Bax	Bax	1264	1134	1470	1741	93	95	107	110
Baz1a	Baz1a	25	38	26	46	41	51	33	46
Baz1b	Baz1b	4073	3392	4226	4862	3452	3554	5202	5160
Baz2a	Baz2a	1949	1613	1973	2286	1660	1431	2173	2354
Baz2b	Baz2b	1315	1144	1315	1452	1963	1787	2337	2668
BB014433	BB014433	0	0	0	0	0	0	0	0
BB019430	BB019430	0	0	0	0	0	0	0	0
BB031773	BB031773	53.0001	57.0006	75	57.0008	12.0036	4.00308	13.0032	7
BB123696	BB123696	0	1	2	1	3	13	8	8
BB283400	BB283400	1	3	6	4	6	9	10	6
BB287469	BB287469	0	0	0	0	0	0	0	0
BB557941	BB557941	4	14	5	7	0	2	0	0
Bbc3	Bbc3	192	171	205	265	38	60	40	79
Bbip1	Bbip1	2357	1949	2335	2509	194	197.002	233	259.001
Bbox1	Bbox1	174	155	164	170	28	30	27	12
Bbs1	Bbs1	1560	1350	1570	1865	466	545	776	809
Bbs10	Bbs10	190	150	183	167	76	71	77	94
Bbs12	Bbs12	247	245	223	277	65	26	88	58
Bbs2	Bbs2	840	749	859	942	278	328	482	572
Bbs4	Bbs4	2969	2461	3152	3389	760	731	1021	970
Bbs5	Bbs5	520	392	512	659	83	70	123	109
Bbs7	Bbs7	679	537	617	736	200	178	291	329
Bbs9	Bbs9	686	630	718	885	539	433	553	603
Bbx	Bbx	1322	1123	1268	1501	1366	1474	1733	1653
BC002163	BC002163	26	13	19	22	3	0	2	3
BC002230	BC002230	449	357	412	532	281	322	433	487
BC003266	BC003266	1655	1414	1928	2114	133	116	148	165
BC003331	BC003331	2097	1761	2340	2410	558.995	462.988	610.998	558.995
BC003965	BC003965	1391	1212	1558	1822	142	120	143	152
BC004004	BC004004	1332	961	1411	1644	215	179	268	259
BC005537	BC005537	5690	4745	5875	6922	948	654	906	1063
BC005561	BC005561	384	328	425	433	806	706	1073	1198
BC005624	BC005624	3625	3123	4103	4288	1181	763	986	1132
BC005764	BC005764	1990.01	1469	2066	2713.02	743	890.001	1149	1071
BC006779	BC006779	72	53	70	83	102	176	159	187
BC006965	BC006965	15	17	27	25	19	13	17	22
BC013529	BC013529	434	327	417	513	133	176	215	193
BC013712	BC013712	24	16	17	13	9	7	9	15
BC016423	BC016423	1329	1066	1442	1496	769	763	997	1023
BC016495	BC016495	258	226	322	306	71	86	101	98
BC016579	BC016579	23	12	8	22	2	6	6	6
BC017158	BC017158	782	621	906	1151	416	488	617	602
BC017612	BC017612	203	146	213	223	21	16	30	22
BC017643	BC017643	687	577	648	816	200	159	202	216
BC017647	BC017647	1524	1355	1767	2005	497	473	528	610
BC018242	BC018242	2516	1931	2688	3235	455	573	815	723
BC018473	BC018473	48	34	45	65	277	1205	1079	520
BC018507	BC018507	3443	2691	3447	3934	2131	2253	3393	3427
BC020402	BC020402	272	180	233	281	91	40	76	70
BC020535	BC020535	46	41	69	82	29	34	42	46
BC021614	BC021614	0	0	0	1	0	0	0	0
BC021767	BC021767	5	5	3	2	0	0	0	3
BC021785	BC021785	23.1752	25.6463	33.8307	44.5181	21	26	36	15
BC021891	BC021891	128	74	112	119	44	54	70	67
BC022687	BC022687	761	645	790	910	76	96	126	115
BC023829	BC023829	994	796	1089	1185	162	132	195	236
BC024139	BC024139	102.185	84.291	136.075	142.432	25.7736	31.8311	58.1455	52.3149
BC024386	BC024386	15	13	7	14	11	14	14	18
BC024479	BC024479	583	509	617	740	129	96	136	187
BC024582	BC024582	15	2	11	10	22	18	21	24
BC024659	BC024659	5868	4574	6344	7233	1769	1172	1639	1793
BC024978	BC024978	315	264	351	385	202	133	145	197
BC025920	BC025920	104	79	116	140	27	19	29	24
BC026585	BC026585	279	280	299	324	48	45	56	66
BC026590	BC026590	1143	916	1167	1174	214	172	237	246
BC027072	BC027072	0	1	0	1	3	0	0	2
BC027231	BC027231	423	351	453	570	138	94	162	170
BC028528	BC028528	14	9	6	27	6	11	12	3
BC029214	BC029214	1242	997	1375	1424	205	138	171	212
BC029722	BC029722	6130	4850	6778	7515	819	678	671	759
BC030307	BC030307	104	91	101	136	29	15	41	43
BC030336	BC030336	2759	2113	3118	3358	648	327	511	653
BC030476	BC030476	15	14	13	14	18	19	32	40
BC030500	BC030500	667	527	700	881	130	99	105	147
BC030867	BC030867	20	26	22	29	4	5	1	0
BC030870	BC030870	1	0	0	1	2	4	2	6
BC031181	BC031181	5055	4220	5556	5990	886	529	631	761
BC031353	BC031353	1691	1386	1753	1992	839	809	1080	1224
BC031361	BC031361	199	173	208	249	69	25	30	69
BC031781	BC031781	1220	1056	1220	1461	333	298	355	433
BC032203	BC032203	2905	2225	3164	3547	1427	993	1530	1615
BC033916	BC033916	61	47	59	61	41	67	62	94
BC035044	BC035044	25	27	33.9999	26	5	4	6	7
BC037032	BC037032	50	42	55	59	31	29	21	52
BC037034	BC037034	2148	1793	2233	2781	390	375	514	560
BC037704	BC037704	86	104	103	161	24	10	18	30
BC039771	BC039771	16	15	36	33	26	63	44	46
BC039966	BC039966	128	138	209	161	9	7	15	10
BC046331	BC046331	820	682	780	828	635	596	806	846
BC046404	BC046404	388	296	498	526	79	69	53	95
BC048355	BC048355	146	125	153	174	13	7	27	31
BC048403	BC048403	547	450	602	642	194	133	176	195
BC048502	BC048502	0	1	0	0	0	0	0	0
BC048507	BC048507	0	1	0	1	0	0	0	1
BC048546	BC048546	411	366	433	413	104	99	93	99
BC048562	BC048562	0	0	0	0	0	0	0	0
BC048602	BC048602	0	0	0	1	0	0	0	0
BC048609	BC048609	0	0	1	0	0	1	2	0
BC048644	BC048644	7	6	1	5	0	0	3	3
BC048671	BC048671	0	0	0	0	0	0	0	0
BC048679	BC048679	0	0	1	0	2	1	2	0
BC048943	BC048943	11	15	7	9	2	0	2	0
BC049352	BC049352	18	13	24	13	1	2	1	11
BC049635	BC049635	34	20	39	34	81	62	75	126
BC049715	BC049715	57	40	71	54	15	24	22	19
BC049730	BC049730	0	0	0	0	0	0	1	0
BC049762	BC049762	20	11	14	14	0	3	0	3
BC051019	BC051019	21	11	24	30	4	3	13	1
BC051070	BC051070	0	1	1	0	0	0	0	0
BC051142	BC051142	47	29	46	55	42	39	76	87
BC051226	BC051226	127	107	157	182	17	22	15	19
BC051537	BC051537	2	1	2	1	0	0	0	0
BC051628	BC051628	25	24	28	28	14	16	20	18
BC051665	BC051665	0	0	0	0	0	0	0	0
BC052040	BC052040	449	357	400	527	100	74	106	138
BC052688	BC052688	149	98	150	149	27	12	31	24
BC053393	BC053393	0	0	3	0	0	0	4	2
BC053749	BC053749	174	118	155	140	69	77	93	108
BC055004	BC055004	0	1	1	0	0	0	1	6
BC055111	BC055111	14	8	13	23	5	0	5	1
BC055324	BC055324	131	101	94	131	20	24	38	44
BC055402	BC055402	4	0	0	4	1	0	0	0
BC056474	BC056474	1475	1160	1537	1831	196	162	182	162
BC057022	BC057022	462	432	508	595	171	130	188	199
BC057079	BC057079	958	888	1031	1110	621	463	864	817
BC060267	BC060267	223	181	215	293	83	58	92	109
BC061194	BC061194	14	9	11	13	1	2	3	6
BC061212	BC061212	0	0	0	0	0	0	0	0
BC061237	BC061237	1	1	1	2	5	0	1	0
BC064078	BC064078	120	99	164	154	21	8	6	27
BC065397	BC065397	111	81	131.004	135.005	50.0001	60	54.0023	58.0019
BC066135	BC066135	0	0	0	0	0	0	0	0
BC067068	BC067068	438	299	388	463	81	61	83	122
BC068157	BC068157	1339	1109	1478	1713	502	434	713	705
BC068281	BC068281	180	162	193	211	124	155	221	198
BC080695	BC080695	0	0	0	0	0	0	0	0
BC088983	BC088983	216	204	237	289	57	47	88	72
BC089491	BC089491	78	49	89	94	20	11	6	16
